date,demand,is_holiday,is_promotion,day_of_week,month,weather_impact
2024-02-21,544,0,0,2,2,1.0932775873175262
2024-02-22,544,0,0,3,2,1.0004838488852401
2024-02-23,493,0,0,4,2,0.9059622664765802
2024-02-24,580,0,1,5,2,1.0554476592111124
2024-02-25,348,0,0,6,2,0.9362706569555967
2024-02-26,485,0,0,0,2,0.9369048036206709
2024-02-27,524,0,0,1,2,0.8579511703712913
2024-02-28,563,0,0,2,2,0.9871788273018522
2024-02-29,624,0,0,3,2,0.9836058759331308
2024-03-01,546,0,0,4,3,0.9855991484271986
2024-03-02,426,0,0,5,3,1.0394217262895926
2024-03-03,391,0,0,6,3,0.9628748398299644
2024-03-04,458,0,0,0,3,0.9830099513310155
2024-03-05,606,0,0,1,3,0.9821582764680029
2024-03-06,678,0,1,2,3,0.9592290586228746
2024-03-07,490,0,0,3,3,0.9981145394056293
2024-03-08,536,0,0,4,3,1.0187784717096082
2024-03-09,398,0,0,5,3,1.0011657013547262
2024-03-10,294,0,0,6,3,0.9656977682716194
2024-03-11,520,0,0,0,3,0.9877285965242073
2024-03-12,574,0,0,1,3,0.9502595024383647
2024-03-13,702,0,1,2,3,1.0368301107035587
2024-03-14,581,0,0,3,3,0.9584517007680682
2024-03-15,697,0,0,4,3,1.009727808225543
2024-03-16,501,0,0,5,3,1.0486256995866816
2024-03-17,392,0,0,6,3,1.0036590645987333
2024-03-18,480,0,0,0,3,1.0424041759107434
2024-03-19,682,0,1,1,3,0.9736116533117404
2024-03-20,589,0,0,2,3,1.0259955408937587
2024-03-21,524,0,0,3,3,1.0031265753973535
2024-03-22,794,0,1,4,3,1.0220516061391465
2024-03-23,482,0,0,5,3,0.9562341362511241
2024-03-24,332,0,0,6,3,0.9647739091906227
2024-03-25,644,0,0,0,3,0.9633116928587477
2024-03-26,668,0,0,1,3,1.018716550540333
2024-03-27,792,0,1,2,3,1.034444067263363
2024-03-28,561,0,0,3,3,1.0249616232008587
2024-03-29,574,0,0,4,3,0.9530472152733593
2024-03-30,416,0,0,5,3,1.0367214981074724
2024-03-31,458,0,0,6,3,0.9854146670793126
2024-04-01,669,0,0,0,4,0.9897163832504082
2024-04-02,538,0,0,1,4,0.960486916653248
2024-04-03,605,0,0,2,4,1.023740520609382
2024-04-04,600,0,0,3,4,0.9682283878475958
2024-04-05,656,0,0,4,4,1.0063965092018836
2024-04-06,416,0,0,5,4,1.0340709985877932
2024-04-07,382,0,0,6,4,0.9589204328712055
2024-04-08,719,0,0,0,4,1.0035335564015524
2024-04-09,604,0,0,1,4,0.9733216411549801
2024-04-10,618,0,0,2,4,0.984292686427826
2024-04-11,698,0,1,3,4,0.9973969941430556
2024-04-12,710,0,0,4,4,0.9855104303279305
2024-04-13,501,0,0,5,4,1.0148822840291576
2024-04-14,407,0,0,6,4,0.997958210175425
2024-04-15,577,0,0,0,4,1.008419948471417
2024-04-16,763,0,0,1,4,1.0236822475394913
2024-04-17,574,0,0,2,4,1.0057742265950438
2024-04-18,666,0,0,3,4,1.008653543466076
2024-04-19,589,0,0,4,4,1.006445854252264
2024-04-20,525,0,0,5,4,0.9878772625951289
2024-04-21,472,0,0,6,4,0.9837446833871918
2024-04-22,743,0,0,0,4,1.0399647397145013
2024-04-23,687,0,0,1,4,1.0107555222293574
2024-04-24,740,0,0,2,4,0.9744353155464655
2024-04-25,772,0,0,3,4,0.999824769784894
2024-04-26,696,0,0,4,4,0.9830348481280914
2024-04-27,520,0,0,5,4,1.0433691823759874
2024-04-28,551,0,1,6,4,0.9507534363134075
2024-04-29,630,0,0,0,4,0.9725332797712528
2024-04-30,663,0,0,1,4,0.9865356819674057
2024-05-01,661,0,0,2,5,0.9987809800808738
2024-05-02,787,0,0,3,5,1.0350817517836146
2024-05-03,759,0,0,4,5,0.9587887624540143
2024-05-04,525,0,0,5,5,1.0305864886741143
2024-05-05,360,0,0,6,5,0.9555653489356974
2024-05-06,626,0,0,0,5,1.0342314035298181
2024-05-07,720,0,0,1,5,0.9551635477874513
2024-05-08,560,0,0,2,5,0.9518242481428361
2024-05-09,715,0,0,3,5,1.019696146236642
2024-05-10,733,0,0,4,5,1.0497255534768395
2024-05-11,568,0,0,5,5,1.0396610262974022
2024-05-12,486,0,0,6,5,1.007599841780566
2024-05-13,929,0,1,0,5,1.0417395613085532
2024-05-14,682,0,0,1,5,0.9505300006397605
2024-05-15,733,0,0,2,5,1.0475067162945142
2024-05-16,659,0,0,3,5,0.9990748779258785
2024-05-17,829,0,0,4,5,1.0222896096621776
2024-05-18,609,0,0,5,5,1.0320861473153353
2024-05-19,452,0,0,6,5,1.0218457270836554
2024-05-20,721,0,0,0,5,1.003503673204491
2024-05-21,767,0,0,1,5,0.9976619484126412
2024-05-22,775,0,0,2,5,1.0338582558702625
2024-05-23,703,0,0,3,5,0.9705077560149459
2024-05-24,807,0,0,4,5,1.0467994066504234
2024-05-25,590,0,0,5,5,1.0210952478836748
2024-05-26,509,0,0,6,5,0.9699506927338319
2024-05-27,990,1,0,0,5,1.0236247183698488
2024-05-28,1006,0,1,1,5,1.0029840023181116
2024-05-29,829,0,0,2,5,1.0207230095644444
2024-05-30,636,0,0,3,5,1.026777950144284
2024-05-31,835,0,0,4,5,0.9587290179589675
2024-06-01,591,0,0,5,6,1.0006103956359347
2024-06-02,483,0,0,6,6,1.0432014342256934
2024-06-03,781,0,0,0,6,0.9820642192159514
2024-06-04,765,0,0,1,6,1.0093883097557899
2024-06-05,739,0,0,2,6,0.9869230481509896
2024-06-06,705,0,0,3,6,0.99542679722191
2024-06-07,846,0,0,4,6,1.0048603117938153
2024-06-08,550,0,0,5,6,1.0048921979888978
2024-06-09,537,0,0,6,6,0.9701730462330236
2024-06-10,764,0,0,0,6,1.0184571547879833
2024-06-11,739,0,0,1,6,0.9587868111242657
2024-06-12,792,0,0,2,6,0.963882477344202
2024-06-13,693,0,0,3,6,0.950271089941433
2024-06-14,862,0,0,4,6,0.9616696064141681
2024-06-15,636,0,0,5,6,0.9973166201051892
2024-06-16,471,0,0,6,6,1.0106101881055838
2024-06-17,860,0,0,0,6,1.0294289449966463
2024-06-18,681,0,0,1,6,0.9606699250113435
2024-06-19,887,0,0,2,6,1.0350727460016456
2024-06-20,901,0,0,3,6,1.0245974525548718
2024-06-21,892,0,0,4,6,0.9908518292935917
2024-06-22,515,0,0,5,6,1.0432938067099955
2024-06-23,750,0,1,6,6,1.0490929476457391
2024-06-24,887,0,0,0,6,0.9705001810053236
2024-06-25,781,0,0,1,6,0.9879228584963801
2024-06-26,822,0,0,2,6,1.0426449423589712
2024-06-27,706,0,0,3,6,1.0221596550751277
2024-06-28,830,0,0,4,6,0.9548094643964087
2024-06-29,681,0,0,5,6,1.0281514481751415
2024-06-30,579,0,0,6,6,1.0327940887177491
2024-07-01,1000,0,0,0,7,1.0250501924765314
2024-07-02,843,0,0,1,7,1.0299537130919516
2024-07-03,714,0,0,2,7,1.0325132676692799
2024-07-04,980,1,0,3,7,0.9686404986788144
2024-07-05,670,0,0,4,7,0.9735691746064999
2024-07-06,586,0,0,5,7,1.0133758563720177
2024-07-07,628,0,0,6,7,1.0407866130462515
2024-07-08,789,0,0,0,7,0.9816196582296495
2024-07-09,838,0,0,1,7,1.0088306675795056
2024-07-10,931,0,0,2,7,1.0182982063417132
2024-07-11,937,0,1,3,7,0.9951948601299039
2024-07-12,962,0,0,4,7,1.0213782454855327
2024-07-13,637,0,0,5,7,1.0399667445292173
2024-07-14,558,0,0,6,7,1.0124101544181838
2024-07-15,889,0,1,0,7,1.0039781061914632
2024-07-16,784,0,0,1,7,0.9938744675388339
2024-07-17,715,0,0,2,7,1.0077486270906126
2024-07-18,942,0,1,3,7,0.9855362451818396
2024-07-19,873,0,0,4,7,0.9891482110201502
2024-07-20,554,0,0,5,7,1.0031857479688173
2024-07-21,596,0,0,6,7,0.9566619112390816
2024-07-22,780,0,0,0,7,0.9729025390924796
2024-07-23,1034,0,1,1,7,1.0042849310613409
2024-07-24,842,0,0,2,7,0.9931528143136442
2024-07-25,706,0,0,3,7,0.9832815785912484
2024-07-26,886,0,0,4,7,1.0230549136809302
2024-07-27,581,0,0,5,7,1.0193717607403339
2024-07-28,580,0,0,6,7,0.9666730759993383
2024-07-29,743,0,0,0,7,1.037862911537344
2024-07-30,821,0,0,1,7,0.9995423626403965
2024-07-31,836,0,0,2,7,1.0241460911139046
2024-08-01,797,0,0,3,8,1.0073150849257388
2024-08-02,852,0,0,4,8,1.0497692615923844
2024-08-03,573,0,0,5,8,1.0252403120038822
2024-08-04,517,0,0,6,8,1.020698046124346
2024-08-05,834,0,0,0,8,1.0278571939050751
2024-08-06,775,0,0,1,8,0.964312798554847
2024-08-07,817,0,0,2,8,0.9704544593169463
2024-08-08,1010,0,1,3,8,1.0214064082223615
2024-08-09,691,0,0,4,8,0.9993981487130863
2024-08-10,626,0,0,5,8,1.0254635291860117
2024-08-11,598,0,0,6,8,0.9602916030744144
2024-08-12,858,0,0,0,8,1.0036481351484594
2024-08-13,824,0,0,1,8,0.9878821565556916
2024-08-14,715,0,0,2,8,0.9957000219281679
2024-08-15,793,0,0,3,8,1.0103957872072513
2024-08-16,889,0,0,4,8,1.000228834746253
2024-08-17,583,0,0,5,8,1.0039860637112836
2024-08-18,535,0,0,6,8,0.9986357481995608
2024-08-19,1063,0,1,0,8,0.9908955177085493
2024-08-20,764,0,0,1,8,1.0271881980598245
2024-08-21,676,0,0,2,8,0.9512203072318044
2024-08-22,797,0,0,3,8,1.0098442701205228
2024-08-23,866,0,0,4,8,1.0065508347322973
2024-08-24,649,0,0,5,8,1.0216179074732952
2024-08-25,546,0,0,6,8,1.0099029364777325
2024-08-26,746,0,0,0,8,1.0326798827809078
2024-08-27,855,0,0,1,8,1.0459074794564027
2024-08-28,687,0,0,2,8,0.9842524257178543
2024-08-29,704,0,0,3,8,0.9727350983029986
2024-08-30,846,0,0,4,8,0.9923596862420483
2024-08-31,551,0,0,5,8,0.9787929616475726
2024-09-01,618,0,0,6,9,1.0114950263152656
2024-09-02,858,1,0,0,9,1.0411852408842965
2024-09-03,718,0,0,1,9,0.9639116194143061
2024-09-04,673,0,0,2,9,0.9600794603015886
2024-09-05,671,0,0,3,9,0.9756015531853662
2024-09-06,784,0,0,4,9,1.02260955860624
2024-09-07,515,0,0,5,9,1.0092962905258822
2024-09-08,512,0,0,6,9,0.9602212664225199
2024-09-09,733,0,0,0,9,1.0418750522260747
2024-09-10,800,0,0,1,9,1.0290084637124086
2024-09-11,857,0,1,2,9,0.9523022604787638
2024-09-12,688,0,0,3,9,1.0151367210988247
2024-09-13,927,0,0,4,9,1.0271246668519738
2024-09-14,596,0,0,5,9,0.9874435369720422
2024-09-15,403,0,0,6,9,0.9568921539367219
2024-09-16,730,0,1,0,9,0.9577321065488786
2024-09-17,786,0,0,1,9,0.9604246966051809
2024-09-18,727,0,0,2,9,1.0340439631980423
2024-09-19,638,0,0,3,9,1.0410686198255714
2024-09-20,816,0,0,4,9,0.9622810781845733
2024-09-21,545,0,0,5,9,0.9735906034595081
2024-09-22,479,0,0,6,9,0.9665520510367289
2024-09-23,917,0,1,0,9,0.968632087949412
2024-09-24,687,0,0,1,9,1.0337490789002493
2024-09-25,616,0,0,2,9,0.9832146412654938
2024-09-26,766,0,0,3,9,0.9811444264045641
2024-09-27,661,0,0,4,9,0.9727395620877113
2024-09-28,495,0,0,5,9,1.010789439379426
2024-09-29,433,0,0,6,9,0.9879305698385549
2024-09-30,835,0,0,0,9,1.024424965184329
2024-10-01,735,0,0,1,10,0.9705579808375637
2024-10-02,980,0,1,2,10,1.0287789888714494
2024-10-03,698,0,0,3,10,1.0103721531730139
2024-10-04,690,0,0,4,10,0.9614267300055688
2024-10-05,555,0,0,5,10,0.9914504584203627
2024-10-06,425,0,0,6,10,1.0363518140612957
2024-10-07,652,0,0,0,10,1.0422960231798486
2024-10-08,754,0,0,1,10,0.9965700122318814
2024-10-09,618,0,0,2,10,0.9980836978089074
2024-10-10,685,0,0,3,10,1.0418454724939301
2024-10-11,738,0,0,4,10,1.0087068224136568
2024-10-12,477,0,0,5,10,0.9532846670243438
2024-10-13,404,0,0,6,10,1.041274946287913
2024-10-14,810,1,0,0,10,0.9748226442757152
2024-10-15,660,0,0,1,10,1.0077631954091548
2024-10-16,667,0,0,2,10,0.9665513317427974
2024-10-17,630,0,0,3,10,0.9533879160246594
2024-10-18,734,0,0,4,10,0.9811473171132757
2024-10-19,498,0,0,5,10,1.0280495707546087
2024-10-20,459,0,0,6,10,0.9777587172629418
2024-10-21,562,0,0,0,10,0.9720097214081097
2024-10-22,571,0,0,1,10,0.9712680784341226
2024-10-23,544,0,0,2,10,1.0015173682406813
2024-10-24,646,0,0,3,10,1.0475541315682757
2024-10-25,667,0,0,4,10,0.9958988988017013
2024-10-26,673,0,1,5,10,1.0057305368890048
2024-10-27,435,0,0,6,10,1.0360632017890734
2024-10-28,664,0,0,0,10,1.0035069718933658
2024-10-29,871,0,1,1,10,0.9684462871418856
2024-10-30,608,0,0,2,10,0.9799595911766477
2024-10-31,634,0,0,3,10,0.9809936926268611
2024-11-01,748,0,0,4,11,0.9897318115457597
2024-11-02,442,0,0,5,11,0.992678890533675
2024-11-03,449,0,0,6,11,1.029978202207427
2024-11-04,593,0,0,0,11,0.9849386999049333
2024-11-05,600,0,0,1,11,0.996823182844138
2024-11-06,573,0,0,2,11,1.0124975987051053
2024-11-07,555,0,0,3,11,0.9877725947440169
2024-11-08,715,0,0,4,11,1.0336564813292333
2024-11-09,427,0,0,5,11,1.0087453604234073
2024-11-10,401,0,0,6,11,0.9794044679220971
2024-11-11,681,0,0,0,11,1.021405919978983
2024-11-12,679,0,0,1,11,1.0027647730144786
2024-11-13,610,0,0,2,11,1.0034455891257248
2024-11-14,692,0,0,3,11,0.9981087948387586
2024-11-15,780,0,0,4,11,0.9997011948821249
2024-11-16,493,0,0,5,11,1.026535628106624
2024-11-17,325,0,0,6,11,0.9602981479331315
2024-11-18,650,0,0,0,11,0.9834362811310482
2024-11-19,504,0,0,1,11,0.9575503363803889
2024-11-20,718,0,0,2,11,1.0253246220747452
2024-11-21,640,0,0,3,11,0.9772301854720299
2024-11-22,794,0,0,4,11,1.0397430409818884
2024-11-23,484,0,0,5,11,1.0026578466659293
2024-11-24,416,0,0,6,11,1.0300749771486122
2024-11-25,616,0,0,0,11,1.0478931435615961
2024-11-26,629,0,0,1,11,1.0339788859456571
2024-11-27,692,0,0,2,11,1.0366993760011525
2024-11-28,812,1,0,3,11,0.9907984495364844
2024-11-29,873,1,0,4,11,1.005172259525934
2024-11-30,430,0,0,5,11,0.9753888564043304
2024-12-01,449,0,0,6,12,0.8990282749233632
2024-12-02,633,0,0,0,12,0.9763769697765085
2024-12-03,549,0,0,1,12,0.9987622449251052
2024-12-04,550,0,0,2,12,0.9348178114740477
2024-12-05,630,0,0,3,12,0.9923608794408751
2024-12-06,658,0,0,4,12,1.0718651206283758
2024-12-07,472,0,0,5,12,0.9891803961958415
2024-12-08,567,0,1,6,12,1.0302032740776268
2024-12-09,460,0,0,0,12,1.0513287418394763
2024-12-10,852,0,1,1,12,1.0971821954888608
2024-12-11,607,0,0,2,12,1.000799350544245
2024-12-12,748,0,1,3,12,1.0517125372406466
2024-12-13,729,0,0,4,12,1.0906623296387188
2024-12-14,528,0,0,5,12,1.0861024313943184
2024-12-15,365,0,0,6,12,0.8852704621944284
2024-12-16,552,0,0,0,12,0.9515980770683805
2024-12-17,611,0,0,1,12,0.9309975152766999
2024-12-18,532,0,0,2,12,0.8717312537375873
2024-12-19,581,0,0,3,12,1.0083101937277401
2024-12-20,603,0,0,4,12,1.0339761532990006
2024-12-21,536,0,1,5,12,1.062032023866721
2024-12-22,401,0,1,6,12,0.8806942224156771
2024-12-23,653,0,0,0,12,1.0691110189688235
2024-12-24,628,0,0,1,12,1.0107313909035633
2024-12-25,716,1,0,2,12,1.0259865337846275
2024-12-26,666,0,0,3,12,1.0776560008850762
2024-12-27,730,0,0,4,12,1.006190317760813
2024-12-28,411,0,0,5,12,0.9339664642874588
2024-12-29,464,0,1,6,12,1.056276832855665
2024-12-30,532,0,0,0,12,0.9407648030487726
2024-12-31,749,1,0,1,12,0.8585570277051323
2025-01-01,878,1,0,2,1,1.0576636266413124
2025-01-02,512,0,0,3,1,0.9362980362203189
2025-01-03,769,0,0,4,1,1.043458630800335
2025-01-04,485,0,0,5,1,0.9406894736664864
2025-01-05,412,0,0,6,1,1.0652670049936805
2025-01-06,514,0,0,0,1,0.9048776312702397
2025-01-07,659,0,0,1,1,1.0936368162997177
2025-01-08,618,0,0,2,1,1.0449396936970077
2025-01-09,563,0,0,3,1,0.8785594814800992
2025-01-10,850,0,1,4,1,0.9914441549916402
2025-01-11,552,0,0,5,1,1.0963418280604338
2025-01-12,424,0,0,6,1,0.9677663631734537
2025-01-13,622,0,0,0,1,0.8955267847053958
2025-01-14,568,0,0,1,1,0.9711945917875866
2025-01-15,629,0,0,2,1,0.9781144139704805
2025-01-16,516,0,0,3,1,1.0354217360571665
2025-01-17,769,0,1,4,1,1.024711463290226
2025-01-18,450,0,0,5,1,0.9506375108992452
2025-01-19,394,0,0,6,1,0.9045057768735216
2025-01-20,808,1,0,0,1,1.0112635419423324
2025-01-21,592,0,0,1,1,0.9554259836383204
2025-01-22,542,0,0,2,1,0.8830690527813326
2025-01-23,730,0,0,3,1,1.0751430753090965
2025-01-24,676,0,0,4,1,1.0228054644024136
2025-01-25,563,0,0,5,1,1.0207959641113704
2025-01-26,481,0,0,6,1,1.0556459689779185
2025-01-27,642,0,0,0,1,0.9824154196637703
2025-01-28,629,0,0,1,1,1.0537636071006142
2025-01-29,676,0,0,2,1,0.9745226883777515
2025-01-30,519,0,0,3,1,0.8667938499789275
2025-01-31,598,0,0,4,1,0.9513120220069222
2025-02-01,501,0,0,5,2,0.9743662234949727
2025-02-02,400,0,0,6,2,1.030050645408074
2025-02-03,529,0,0,0,2,0.8766446825321685
2025-02-04,596,0,0,1,2,0.8850046346651123
2025-02-05,710,0,0,2,2,0.9159209506586541
2025-02-06,552,0,0,3,2,0.9166245983427206
2025-02-07,707,0,0,4,2,1.0330461446147656
2025-02-08,487,0,0,5,2,0.9126826651403994
2025-02-09,406,0,0,6,2,1.008274515839362
2025-02-10,663,0,0,0,2,0.9735684625345679
2025-02-11,751,0,0,1,2,0.9933235945448502
2025-02-12,697,0,0,2,2,1.059526740794574
2025-02-13,671,0,0,3,2,0.9510953753872561
2025-02-14,1009,1,0,4,2,1.0427278442660677
2025-02-15,465,0,0,5,2,0.9555090148876718
2025-02-16,423,0,0,6,2,0.9384678441403124
2025-02-17,926,1,0,0,2,1.0896567943283053
2025-02-18,629,0,0,1,2,0.8960927301697408
2025-02-19,611,0,0,2,2,0.872584240144402
2025-02-20,731,0,0,3,2,1.0427464813838696
2025-02-21,674,0,0,4,2,0.8670624263385229
2025-02-22,453,0,0,5,2,1.0592697476757573
2025-02-23,447,0,0,6,2,0.9592983490893109
2025-02-24,657,0,0,0,2,1.0788784193229786
2025-02-25,732,0,0,1,2,1.0303832152804764
2025-02-26,705,0,0,2,2,1.0026011667519894
2025-02-27,806,0,0,3,2,1.0873266992644415
2025-02-28,727,0,0,4,2,0.9491623432630136
2025-03-01,582,0,0,5,3,1.0454086936539633
2025-03-02,495,0,0,6,3,0.9635001277421207
2025-03-03,781,0,0,0,3,0.9983754941932412
2025-03-04,723,0,0,1,3,0.9769911222392195
2025-03-05,739,0,0,2,3,1.0039842778908195
2025-03-06,855,0,1,3,3,0.9662013877891584
2025-03-07,781,0,0,4,3,1.0341529660310043
2025-03-08,545,0,0,5,3,1.0346407849314558
2025-03-09,532,0,1,6,3,1.045523631272348
2025-03-10,646,0,0,0,3,0.9654672140883236
2025-03-11,668,0,0,1,3,1.012333255090499
2025-03-12,1032,0,1,2,3,0.997423730870037
2025-03-13,728,0,0,3,3,0.9844383732044233
2025-03-14,793,0,0,4,3,0.9851540161134219
2025-03-15,540,0,0,5,3,0.9912793550606752
2025-03-16,524,0,0,6,3,1.0204925549688952
2025-03-17,710,0,0,0,3,1.0098286058268156
2025-03-18,800,0,0,1,3,0.9959681512761132
2025-03-19,756,0,0,2,3,0.9575933410369621
2025-03-20,669,0,0,3,3,0.9577765344078957
2025-03-21,739,0,0,4,3,0.9502339390625778
2025-03-22,671,0,0,5,3,1.0467699388207088
2025-03-23,624,0,1,6,3,0.9505253818558385
2025-03-24,700,0,0,0,3,0.9603093746013744
2025-03-25,777,0,0,1,3,0.9814596556809411
2025-03-26,756,0,0,2,3,1.030743025181676
2025-03-27,804,0,0,3,3,1.0462098785764118
2025-03-28,946,0,0,4,3,1.0290013558791857
2025-03-29,623,0,0,5,3,1.019056023244564
2025-03-30,647,0,0,6,3,1.0021300667413569
2025-03-31,793,0,0,0,3,0.9586705211862183
2025-04-01,895,0,0,1,4,1.0458170793003931
2025-04-02,781,0,0,2,4,1.0258392413945683
2025-04-03,791,0,0,3,4,1.0138949385334262
2025-04-04,854,0,0,4,4,1.025903584553885
2025-04-05,533,0,0,5,4,1.022410332927314
2025-04-06,611,0,0,6,4,1.0137231579789487
2025-04-07,828,0,0,0,4,1.0480576800179988
2025-04-08,844,0,0,1,4,1.0403363812636026
2025-04-09,1090,0,1,2,4,1.0146664919117163
2025-04-10,868,0,0,3,4,1.0193175211456924
2025-04-11,849,0,0,4,4,0.9551595806658709
2025-04-12,660,0,0,5,4,1.016991746455004
2025-04-13,727,0,1,6,4,0.9544165437710099
2025-04-14,829,0,0,0,4,1.008826375696993
2025-04-15,955,0,0,1,4,1.0499353499565836
2025-04-16,757,0,0,2,4,1.0055806581437179
2025-04-17,755,0,0,3,4,0.9973210118081334
2025-04-18,965,0,0,4,4,0.9812854856505587
2025-04-19,575,0,0,5,4,0.9620522578786465
2025-04-20,615,0,0,6,4,1.0231023671458281
2025-04-21,832,0,0,0,4,0.969259902778563
2025-04-22,851,0,0,1,4,0.9615282021247284
2025-04-23,826,0,0,2,4,0.9921762659730512
2025-04-24,953,0,0,3,4,1.0295341837959098
2025-04-25,1122,0,0,4,4,1.024506454812022
2025-04-26,669,0,0,5,4,0.9554882614646475
2025-04-27,618,0,0,6,4,0.9955143685036156
2025-04-28,1056,0,1,0,4,1.0022434576071169
2025-04-29,858,0,0,1,4,1.0144546650625823
2025-04-30,924,0,0,2,4,1.0150167350443229
2025-05-01,804,0,0,3,5,0.9864697249457306
2025-05-02,851,0,0,4,5,1.0060677194003513
2025-05-03,744,0,0,5,5,0.9981061883844087
2025-05-04,688,0,0,6,5,1.038499835652328
2025-05-05,852,0,0,0,5,1.0030265132634901
2025-05-06,970,0,0,1,5,0.9941032161748161
2025-05-07,1000,0,0,2,5,0.990448544968185
2025-05-08,926,0,0,3,5,1.0072427759433467
2025-05-09,939,0,0,4,5,1.0303976979400897
2025-05-10,705,0,0,5,5,1.0038401490380788
2025-05-11,712,0,0,6,5,1.0161655175080542
2025-05-12,973,0,0,0,5,1.0237855766906525
2025-05-13,1022,0,0,1,5,1.002016810987873
2025-05-14,974,0,0,2,5,0.9926817056654864
2025-05-15,892,0,0,3,5,1.037666537786245
2025-05-16,970,0,0,4,5,0.9917506084027892
2025-05-17,748,0,0,5,5,0.9961942850575588
2025-05-18,722,0,0,6,5,1.0490341313341778
2025-05-19,983,0,0,0,5,0.9500237523575884
2025-05-20,899,0,0,1,5,0.9685472909576722
2025-05-21,995,0,0,2,5,0.9883963889919726
2025-05-22,1075,0,0,3,5,1.0432589909425254
2025-05-23,924,0,0,4,5,0.957002970574747
2025-05-24,792,0,0,5,5,0.9509485433628497
2025-05-25,711,0,0,6,5,0.9552683835977228
2025-05-26,1460,1,0,0,5,0.9588543410613618
2025-05-27,1231,0,1,1,5,0.953759677320626
2025-05-28,1006,0,0,2,5,0.9979781326856505
2025-05-29,1028,0,0,3,5,1.0080757207227329
2025-05-30,1384,0,1,4,5,0.9771686971069004
2025-05-31,816,0,0,5,5,0.9898287383975636
2025-06-01,681,0,0,6,6,0.959169933511143
2025-06-02,958,0,0,0,6,0.9836370463828422
2025-06-03,1132,0,0,1,6,1.0022519191634522
2025-06-04,940,0,0,2,6,1.0232271807184645
2025-06-05,923,0,0,3,6,0.9503346362042979
2025-06-06,1211,0,0,4,6,0.9967310766537653
2025-06-07,676,0,0,5,6,0.9797002876454882
2025-06-08,663,0,0,6,6,1.0352821821691902
2025-06-09,1072,0,0,0,6,1.0215553315234243
2025-06-10,1085,0,0,1,6,1.0089108534470894
2025-06-11,925,0,0,2,6,0.9777265645696773
2025-06-12,988,0,0,3,6,1.0410339102057535
2025-06-13,945,0,0,4,6,0.9545100677220323
2025-06-14,803,0,0,5,6,0.9609467598679114
2025-06-15,664,0,0,6,6,0.9891630140540356
2025-06-16,1107,0,0,0,6,0.9624437557296857
2025-06-17,1108,0,0,1,6,1.0456415697559425
2025-06-18,1039,0,0,2,6,1.0297989322143384
2025-06-19,943,0,0,3,6,0.9758982651601813
2025-06-20,1091,0,0,4,6,1.0088554228973245
